asset,bucket,option_type,target_moneyness,attempt_count,quote_returned_count,iv_success_count,iv_success_rate,median_dte,median_quote_age_seconds,median_relative_spread,failure_reason_counts_json
TSLA,medium,put,1.025,4284,4284,4280,0.9990662931839402,32.0,0.9394520319999999,0.00928074245939672,"{""NONE"":4280,""STALE_QUOTE"":4}"
TSLA,medium,put,1.05,4284,4284,4276,0.9981325863678805,32.0,1.0653387520000002,0.008431709198454408,"{""INVALID_SPREAD"":1,""NONE"":4276,""STALE_QUOTE"":7}"
TSLA,short,call,0.95,4284,4284,4284,1.0,9.0,0.498,0.008608321377331338,"{""NONE"":4284}"
TSLA,short,call,0.975,4284,4284,4284,1.0,9.0,0.49603929599999996,0.00913242009132417,"{""NONE"":4284}"
TSLA,short,call,1.0,4284,4284,4284,1.0,9.0,0.5447325439999999,0.010309278350515427,"{""NONE"":4284}"
TSLA,short,call,1.025,4284,4284,4283,0.9997665732959851,9.0,0.59184384,0.012882481070428352,"{""NONE"":4283,""STALE_QUOTE"":1}"
TSLA,short,call,1.05,4284,4284,4284,1.0,9.0,0.743403008,0.016129032258064457,"{""NONE"":4284}"
TSLA,short,put,0.95,4284,4284,4282,0.9995331465919701,9.0,0.8041501440000001,0.016666666666666607,"{""NONE"":4282,""STALE_QUOTE"":2}"
TSLA,short,put,0.975,4284,4284,4282,0.9995331465919701,9.0,0.60521856,0.01366742596810931,"{""NONE"":4282,""STALE_QUOTE"":2}"
TSLA,short,put,1.0,4284,4284,4284,1.0,9.0,0.5623074560000001,0.010695187165775362,"{""NONE"":4284}"
TSLA,short,put,1.025,4284,4284,4284,1.0,9.0,0.578308992,0.009259259259259226,"{""NONE"":4284}"
TSLA,short,put,1.05,4284,4284,4284,1.0,9.0,0.559977088,0.008492569002123113,"{""NONE"":4284}"
